image_path,dish_id,calories,mass,fat,protein,carbohydrates
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558630867/rgb.png,1558630867,73.839996,142.0,0.284,0.426,19.879999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560367153/rgb.png,1560367153,117.181976,254.0,6.299616,10.151685,13.828617
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558721726/rgb.png,1558721726,74.360001,143.0,0.286,0.429,20.02
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563477659/rgb.png,1563477659,26.551344,52.0,0.665319,1.741009,4.611115
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563305513/rgb.png,1563305513,606.251953,228.0,21.431999,25.536001,76.380005
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564073860/rgb.png,1564073860,492.309998,91.0,38.219997,33.670002,1.274
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562099076/rgb.png,1562099076,110.181,61.0,3.761948,4.357234,14.762364
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563813308/rgb.png,1563813308,224.982895,76.0,16.446194,15.332276,3.901661
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562950018/rgb.png,1562950018,200.220001,142.0,9.656,2.982,25.560001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558717886/rgb.png,1558717886,73.839996,142.0,0.284,0.426,19.879999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563567626/rgb.png,1563567626,291.838776,248.0,20.734053,6.39573,26.722198
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563218201/rgb.png,1563218201,352.872009,156.0,23.244001,35.256001,0.156
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568318286/rgb.png,1568318286,32.200001,115.0,0.46,2.53,6.095
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562776497/rgb.png,1562776497,291.832458,292.0,13.205418,11.634132,32.771591
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558632990/rgb.png,1558632990,25.25,101.0,0.303,1.818,5.05
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562871363/rgb.png,1562871363,245.872986,140.0,4.697,7.775,41.785004
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561574456/rgb.png,1561574456,203.657364,217.0,9.303671,9.027951,23.013418
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558547068/rgb.png,1558547068,2.53,11.0,0.044,0.319,0.396
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558640979/rgb.png,1558640979,59.279999,169.0,0.359,1.615,13.95
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558641075/rgb.png,1558641075,12.42,69.0,0.138,0.621,2.691
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561662532/rgb.png,1561662532,166.455505,191.0,7.089837,7.350388,23.749184
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560798744/rgb.png,1560798744,357.152008,220.0,14.164,19.320002,39.889
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562871408/rgb.png,1562871408,271.34198,228.0,5.825483,8.556257,44.73642
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566333228/rgb.png,1566333228,498.545258,304.0,20.378201,37.857738,39.679134
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559235690/rgb.png,1559235690,172.604996,111.0,11.655,13.875,1.332
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559841870/rgb.png,1559841870,114.972008,201.0,0.201,0.804,30.551998
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565984345/rgb.png,1565984345,210.357925,353.0,9.083899,14.688022,20.663086
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562010266/rgb.png,1562010266,581.033081,284.0,34.7831,55.645042,8.110199
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561577573/rgb.png,1561577573,755.432922,346.0,40.638695,66.063805,24.98456
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561666875/rgb.png,1561666875,443.862976,359.0,17.977985,26.684473,49.332958
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565123783/rgb.png,1565123783,93.064995,35.0,3.29,3.92,11.725
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563480534/rgb.png,1563480534,797.566895,576.0,33.881702,81.875473,35.512001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558632198/rgb.png,1558632198,16.796001,26.0,0.884,1.586,0.832
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559675101/rgb.png,1559675101,13.33,31.0,0.093,1.054,2.79
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564432128/rgb.png,1564432128,217.028381,102.0,11.281487,8.091219,21.601864
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562172561/rgb.png,1562172561,150.799988,290.0,0.58,29.0,2.03
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558550218/rgb.png,1558550218,230.001999,206.0,11.258,5.648,32.433998
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558114209/rgb.png,1558114209,30.6,90.0,0.18,0.72,7.2
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567537212/rgb.png,1567537212,432.506653,238.0,24.44521,39.385643,10.818127
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566417442/rgb.png,1566417442,93.830536,158.0,6.675509,1.890686,8.566475
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561147944/rgb.png,1561147944,42.371025,34.0,3.643008,0.820393,2.258935
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562611649/rgb.png,1562611649,278.488983,146.0,17.101799,12.508038,20.045015
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565898758/rgb.png,1565898758,612.990295,612.0,12.797448,98.402481,21.753021
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558719097/rgb.png,1558719097,19.26,107.0,0.214,0.963,4.173
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561406789/rgb.png,1561406789,184.905411,164.0,0.801091,3.793967,39.572407
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559245801/rgb.png,1559245801,60.989998,107.0,0.321,0.749,14.98
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558116146/rgb.png,1558116146,76.589996,111.0,0.222,0.777,19.980001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560368506/rgb.png,1560368506,462.933777,378.0,31.259737,44.584641,22.382402
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563913627/rgb.png,1563913627,230.333145,109.0,10.01525,8.362399,26.731916
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565711498/rgb.png,1565711498,246.827271,229.0,15.955486,16.580688,10.568151
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560456814/rgb.png,1560456814,318.333374,283.0,23.540922,28.815844,31.46323
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568056046/rgb.png,1568056046,88.080002,189.0,3.694,1.757,13.921
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561746912/rgb.png,1561746912,264.095947,210.0,8.211681,20.891369,27.373018
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566328988/rgb.png,1566328988,747.747803,398.0,26.880571,56.313553,66.904915
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561492182/rgb.png,1561492182,250.165695,171.0,7.306371,6.884981,40.08807
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558113941/rgb.png,1558113941,296.890015,78.0,24.862,11.816001,12.834001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565727738/rgb.png,1565727738,2.52,9.0,0.036,0.198,0.477
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561492161/rgb.png,1561492161,48.309685,43.0,4.490371,0.868981,1.81607
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559848929/rgb.png,1559848929,189.292007,321.0,0.494,1.697,49.501999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563811412/rgb.png,1563811412,112.839996,217.0,0.434,21.700001,1.519
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565725123/rgb.png,1565725123,430.269989,444.0,11.865999,61.118999,19.185001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565107092/rgb.png,1565107092,313.440002,444.0,10.176,44.400002,3.882
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560961202/rgb.png,1560961202,171.069992,153.0,11.636,11.576,5.094
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558382263/rgb.png,1558382263,356.629974,425.0,19.562,27.487001,23.453999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566847043/rgb.png,1566847043,434.877106,483.0,24.615379,35.713329,15.362316
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558629578/rgb.png,1558629578,22.5,90.0,0.27,1.62,4.5
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565382856/rgb.png,1565382856,446.326233,294.0,19.171455,18.301077,52.541916
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565638287/rgb.png,1565638287,357.934662,175.0,19.853895,35.728153,6.4788
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563567663/rgb.png,1563567663,514.112061,461.0,46.380054,35.668152,33.964943
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562613285/rgb.png,1562613285,111.744507,84.0,7.762758,2.126515,9.66468
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561580628/rgb.png,1561580628,72.434044,156.0,4.653638,2.701085,6.681383
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565813386/rgb.png,1565813386,113.880005,156.0,7.488,12.48,2.964
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560453356/rgb.png,1560453356,389.068359,408.0,15.162277,40.626755,20.451496
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565119439/rgb.png,1565119439,465.412231,189.0,19.563423,27.351355,42.858475
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564086748/rgb.png,1564086748,443.77182,339.0,16.095446,23.56855,54.915268
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563898813/rgb.png,1563898813,626.508484,382.0,47.430229,37.696037,11.959503
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567801791/rgb.png,1567801791,225.472412,111.0,9.406758,11.11602,23.573153
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558373405/rgb.png,1558373405,13.6,40.0,0.08,0.32,3.2
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565799565/rgb.png,1565799565,240.011719,396.0,2.538439,32.560978,15.923562
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563221495/rgb.png,1563221495,365.269897,164.0,13.375453,31.254427,29.243366
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563565415/rgb.png,1563565415,303.477142,284.0,18.174141,21.371407,24.998693
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565724196/rgb.png,1565724196,45.68,82.0,2.32,1.92,5.6
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565897569/rgb.png,1565897569,324.913513,150.0,21.174665,28.6933,5.554203
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562169818/rgb.png,1562169818,346.819672,275.0,22.768761,19.754049,16.997473
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566328805/rgb.png,1566328805,927.809998,488.0,28.737,77.984001,85.054001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563221562/rgb.png,1563221562,395.598572,260.0,14.235931,32.741837,33.994465
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562007866/rgb.png,1562007866,497.861359,465.0,15.249501,28.075634,62.604572
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560366460/rgb.png,1560366460,330.740997,255.0,20.443512,27.0408,9.966405
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565204855/rgb.png,1565204855,53.613285,105.0,1.343432,3.515498,9.310905
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562947020/rgb.png,1562947020,533.117126,333.0,40.118572,35.67857,5.280429
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561574783/rgb.png,1561574783,29.626781,24.0,2.815253,0.575964,0.966312
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559838402/rgb.png,1559838402,222.759506,233.0,3.797,5.249,43.154999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566316726/rgb.png,1566316726,409.522888,685.0,4.10161,57.490242,25.365391
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560788349/rgb.png,1560788349,78.925995,134.0,0.536,13.400001,4.824
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558372948/rgb.png,1558372948,687.939026,119.0,58.904999,26.656,27.013
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561481577/rgb.png,1561481577,200.169998,37.0,15.54,13.690001,0.518
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566849295/rgb.png,1566849295,348.752014,239.0,26.828001,16.992001,14.87
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562774099/rgb.png,1562774099,51.993542,40.0,2.787097,1.28,6.156128
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559244417/rgb.png,1559244417,72.832504,59.0,6.920829,1.415911,2.375517
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558380557/rgb.png,1558380557,699.320068,212.0,54.440002,32.732002,24.960001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562959379/rgb.png,1562959379,57.066452,85.0,4.411607,1.451472,3.778441
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1567110631/rgb.png,1567110631,252.613922,260.0,14.578888,6.725035,27.507641
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566316587/rgb.png,1566316587,646.768066,311.0,50.825043,26.908691,20.937225
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561392430/rgb.png,1561392430,208.746002,149.0,14.25,11.09,9.651999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563205982/rgb.png,1563205982,316.239502,469.0,4.363,16.148998,54.792
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563391647/rgb.png,1563391647,27.390959,22.0,2.612649,0.499757,0.914156
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564170967/rgb.png,1564170967,400.202118,410.0,16.147165,32.54837,32.556522
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568061174/rgb.png,1568061174,232.553268,287.0,7.069138,7.866788,34.983978
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561666849/rgb.png,1561666849,347.594604,298.0,15.21386,11.506332,47.585873
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566414780/rgb.png,1566414780,807.416321,651.0,35.501945,102.633827,33.422516
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562009314/rgb.png,1562009314,99.567535,195.0,2.494945,6.528783,17.291681
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558028007/rgb.png,1558028007,54.669998,71.0,0.071,1.42,12.07
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566931140/rgb.png,1566931140,126.700005,199.0,8.976,3.696,12.23
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561578417/rgb.png,1561578417,289.794373,240.0,14.105609,18.818014,22.214628
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568044634/rgb.png,1568044634,413.19339,789.0,4.152878,49.524952,38.542122
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563302345/rgb.png,1563302345,265.855438,215.0,7.567317,43.001171,5.092874
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1562094730/rgb.png,1562094730,428.194458,336.0,24.716473,39.125523,11.798436
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558461760/rgb.png,1558461760,10.98,61.0,0.122,0.549,2.379
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563392128/rgb.png,1563392128,169.934235,162.0,18.81292,21.133221,6.487778
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560801020/rgb.png,1560801020,346.339966,250.0,5.898491,17.095364,61.690983
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566316525/rgb.png,1566316525,223.888092,83.0,20.465044,7.660691,2.697224
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566933401/rgb.png,1566933401,27.052683,79.0,2.080976,1.156098,1.69561
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560442450/rgb.png,1560442450,87.761002,149.0,0.596,14.900001,5.364
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558642021/rgb.png,1558642021,228.899994,421.0,3.317,5.78,52.488003
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568666000/rgb.png,1568666000,209.934982,197.0,7.829318,10.612808,25.612118
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558372525/rgb.png,1558372525,242.802002,42.0,20.790001,9.408,9.534
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558725226/rgb.png,1558725226,19.75,79.0,0.237,1.422,3.95
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1557862829/rgb.png,1557862829,5.52,24.0,0.096,0.696,0.864
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565034635/rgb.png,1565034635,124.089249,110.0,11.76551,2.100204,4.257738
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1560442258/rgb.png,1560442258,289.369995,185.0,16.400999,15.089001,21.112
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1564429235/rgb.png,1564429235,479.757751,253.0,27.632151,40.751778,26.621544
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563389742/rgb.png,1563389742,569.417969,556.0,29.556002,48.338997,30.394001
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1566502033/rgb.png,1566502033,136.217773,253.0,6.50283,4.831683,19.129269
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565898128/rgb.png,1565898128,209.030762,134.0,8.73466,24.271492,6.154403
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568060746/rgb.png,1568060746,778.819946,395.0,53.007999,64.398003,12.233
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1568318408/rgb.png,1568318408,907.119995,563.0,43.207996,117.905998,9.174999
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563294491/rgb.png,1563294491,146.979996,328.0,0.664,2.051,37.573997
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1559060106/rgb.png,1559060106,206.369995,195.0,8.643,8.907001,23.68
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1565898489/rgb.png,1565898489,46.0,40.0,4.28,0.32,2.52
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558459994/rgb.png,1558459994,25.530001,37.0,0.074,0.259,6.66
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563389413/rgb.png,1563389413,34.649998,99.0,0.396,2.376,6.93
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1558724723/rgb.png,1558724723,39.200001,112.0,0.448,2.688,7.84
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1561736736/rgb.png,1561736736,356.080017,145.0,27.110001,24.220001,2.248
/Users/j/.cache/kagglehub/datasets/gillesokhin/nutrition5k-dataset/versions/6/imagery/realsense_overhead/dish_1563911215/rgb.png,1563911215,218.158203,170.0,6.710484,20.238708,18.908087
